Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-eqdz,checkpoint-cuki,branch-m64g,branch-jfu9,branch-n4qm,branch-vz7v,randomiser-q5z8,branch-gyqg,branch-lrfh,checkpoint-pq3t,checkpoint-p1b9,checkpoint-353x,checkpoint-cbnt,branch-pusb,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,ANSWER,picture,opt1,opt2,opt3,opt4,aud1,aud2,aud3,aud4
15,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926411,,508751,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 70.0.3538.110,1366x768,1366x657,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,9,1,Screen 1,buttonD,response_button_text,3467.8,femod,1,1,0,0,,,,recognition_B,,1,recog-trial,femod,car.PNG,vorgal,femad,vorgil,femod,vorgal.mp3,femad.mp3,vorgil.mp3,femod.mp3
16,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926411,,508751,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 70.0.3538.110,1366x768,1366x657,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,10,1,Screen 1,buttonA,response_button_text,1809.3,nusty,1,1,0,0,,,,recognition_B,,1,recog-trial,nusty,drink.PNG,nusty,nusto,solla,solly,nusty.mp3,nusto.mp3,solla.mp3,solly.mp3
17,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926411,,508751,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 70.0.3538.110,1366x768,1366x657,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,11,1,Screen 1,Zone1,content_audio,18802.1,AUDIO STARTED,1,0,1,0,,,,recognition_B,,1,recog-trial,rafar,money.PNG,rafar,rafer,mowel,mowil,rafar.mp3,rafer.mp3,mowel.mp3,mowil.mp3
18,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926411,,508751,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 70.0.3538.110,1366x768,1366x657,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,11,1,Screen 1,Zone2,content_audio,20475.8,AUDIO STARTED,1,0,1,0,,,,recognition_B,,1,recog-trial,rafar,money.PNG,rafar,rafer,mowel,mowil,rafar.mp3,rafer.mp3,mowel.mp3,mowil.mp3
19,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926411,,508751,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 70.0.3538.110,1366x768,1366x657,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,11,1,Screen 1,Zone3,content_audio,22189.2,AUDIO STARTED,1,0,1,0,,,,recognition_B,,1,recog-trial,rafar,money.PNG,rafar,rafer,mowel,mowil,rafar.mp3,rafer.mp3,mowel.mp3,mowil.mp3
20,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926411,,508751,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 70.0.3538.110,1366x768,1366x657,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,11,1,Screen 1,Zone4,content_audio,23624.2,AUDIO STARTED,1,0,1,0,,,,recognition_B,,1,recog-trial,rafar,money.PNG,rafar,rafer,mowel,mowil,rafar.mp3,rafer.mp3,mowel.mp3,mowil.mp3
21,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926411,,508751,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 70.0.3538.110,1366x768,1366x657,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,11,1,Screen 1,buttonB,response_button_text,26141.9,rafer,1,0,1,0,,,,recognition_B,,1,recog-trial,rafar,money.PNG,rafar,rafer,mowel,mowil,rafar.mp3,rafer.mp3,mowel.mp3,mowil.mp3
22,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926411,,508751,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 70.0.3538.110,1366x768,1366x657,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,12,1,Screen 1,buttonC,response_button_text,2872.4,dester,1,1,0,0,,,,recognition_B,,1,recog-trial,dester,flower.PNG,destor,rafer,dester,rafar,destor.mp3,rafer.mp3,dester.mp3,rafar.mp3
23,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926411,,508751,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 70.0.3538.110,1366x768,1366x657,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,13,1,Screen 1,buttonD,response_button_text,4907.3,regby,1,1,0,0,,,,recognition_B,,1,recog-trial,regby,monster.PNG,regbo,nusto,nusty,regby,regbo.mp3,nusto.mp3,nusty.mp3,regby.mp3
24,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926411,,508751,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 70.0.3538.110,1366x768,1366x657,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,14,1,Screen 1,Zone2,content_audio,4936.3,AUDIO STARTED,1,0,1,0,,,,recognition_B,,1,recog-trial,tesdar,dragon.PNG,wabin,tesdor,tesdar,wabon,wabin.mp3,tesdor.mp3,tesdar.mp3,wabon.mp3
25,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926411,,508751,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 70.0.3538.110,1366x768,1366x657,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,14,1,Screen 1,Zone3,content_audio,6482.2,AUDIO STARTED,1,0,1,0,,,,recognition_B,,1,recog-trial,tesdar,dragon.PNG,wabin,tesdor,tesdar,wabon,wabin.mp3,tesdor.mp3,tesdar.mp3,wabon.mp3
26,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926411,,508751,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 70.0.3538.110,1366x768,1366x657,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,14,1,Screen 1,buttonC,response_button_text,8508.5,tesdar,1,1,0,0,,,,recognition_B,,1,recog-trial,tesdar,dragon.PNG,wabin,tesdor,tesdar,wabon,wabin.mp3,tesdor.mp3,tesdar.mp3,wabon.mp3
27,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926411,,508751,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 70.0.3538.110,1366x768,1366x657,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,15,1,Screen 1,Zone1,content_audio,4053.2,AUDIO STARTED,1,0,1,0,,,,recognition_B,,1,recog-trial,vorgal,backpack.PNG,vorgil,peflin,peflun,vorgal,vorgil.mp3,peflin.mp3,peflun.mp3,vorgal.mp3
28,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926411,,508751,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 70.0.3538.110,1366x768,1366x657,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,15,1,Screen 1,Zone4,content_audio,5561.9,AUDIO STARTED,1,0,1,0,,,,recognition_B,,1,recog-trial,vorgal,backpack.PNG,vorgil,peflin,peflun,vorgal,vorgil.mp3,peflin.mp3,peflun.mp3,vorgal.mp3
29,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926411,,508751,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 70.0.3538.110,1366x768,1366x657,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,15,1,Screen 1,buttonD,response_button_text,7392.6,vorgal,1,1,0,0,,,,recognition_B,,1,recog-trial,vorgal,backpack.PNG,vorgil,peflin,peflun,vorgal,vorgil.mp3,peflin.mp3,peflun.mp3,vorgal.mp3
30,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926411,,508751,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 70.0.3538.110,1366x768,1366x657,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,1,1,Screen 1,advancementZone,continue_button,1502.1,,,0,1,0,,,,recognition_B,,,recog-Finish,,,,,,,,,,
31,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926411,,508751,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 70.0.3538.110,1366x768,1366x657,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,END TASK,,,,,96180,,,0,1,0,,,,,,,,,,,,,,,,,
1,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,BEGIN TASK,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,
2,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,1,1,Screen 1,advancementZone,continue_button,7721,,,0,1,0,,,,recognition_B,,,recog-Instructions,,,,,,,,,,
3,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,1,1,Screen 1,Zone3,content_audio,11418.7,AUDIO STARTED,1,0,1,0,,,,recognition_B,,1,recog-trial,rafar,money.PNG,rafar,rafer,mowel,mowil,rafar.mp3,rafer.mp3,mowel.mp3,mowil.mp3
4,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,1,1,Screen 1,buttonC,response_button_text,13673.1,mowel,1,0,1,0,,,,recognition_B,,1,recog-trial,rafar,money.PNG,rafar,rafer,mowel,mowil,rafar.mp3,rafer.mp3,mowel.mp3,mowil.mp3
5,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,2,1,Screen 1,buttonB,response_button_text,13009.8,peflin,1,0,1,0,,,,recognition_B,,1,recog-trial,vorgal,backpack.PNG,vorgil,peflin,peflun,vorgal,vorgil.mp3,peflin.mp3,peflun.mp3,vorgal.mp3
6,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,3,1,Screen 1,buttonB,response_button_text,1507,solly,1,1,0,0,,,,recognition_B,,1,recog-trial,solly,sun.PNG,regbo,solly,solla,regby,regbo.mp3,solly.mp3,solla.mp3,regby.mp3
7,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,4,1,Screen 1,buttonC,response_button_text,2676.8,wabon,1,1,0,0,,,,recognition_B,,1,recog-trial,wabon,food.PNG,wabin,pungus,wabon,pungos,wabin.mp3,pungus.mp3,wabon.mp3,pungos.mp3
8,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,5,1,Screen 1,buttonB,response_button_text,2631.8,mowel,1,1,0,0,,,,recognition_B,,1,recog-trial,mowel,ride.PNG,ballew,mowel,mowil,ballow,ballew.mp3,mowel.mp3,mowil.mp3,ballow.mp3
9,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,6,1,Screen 1,buttonB,response_button_text,2138.6,rafer,1,0,1,0,,,,recognition_B,,1,recog-trial,dester,flower.PNG,destor,rafer,dester,rafar,destor.mp3,rafer.mp3,dester.mp3,rafar.mp3
10,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,7,1,Screen 1,buttonA,response_button_text,3111.5,parung,1,1,0,0,,,,recognition_B,,1,recog-trial,parung,animal.PNG,parung,pareng,tesdar,tesdor,parung.mp3,pareng.mp3,tesdar.mp3,tesdor.mp3
11,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,8,1,Screen 1,buttonC,response_button_text,7295.7,tesdar,1,1,0,0,,,,recognition_B,,1,recog-trial,tesdar,dragon.PNG,wabin,tesdor,tesdar,wabon,wabin.mp3,tesdor.mp3,tesdar.mp3,wabon.mp3
12,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,9,1,Screen 1,buttonA,response_button_text,2876.1,parung,1,0,1,0,,,,recognition_B,,1,recog-trial,peflin,zookeeper.PNG,parung,pareng,peflin,peflun,parung.mp3,pareng.mp3,peflin.mp3,peflun.mp3
13,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,10,1,Screen 1,buttonA,response_button_text,9268.4,tabric,1,0,1,0,,,,recognition_B,,1,recog-trial,ballow,hoverboard.PNG,tabric,ballow,tabroc,ballew,tabric.mp3,ballow.mp3,tabroc.mp3,ballew.mp3
14,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,11,1,Screen 1,buttonA,response_button_text,1972.3,nusty,1,1,0,0,,,,recognition_B,,1,recog-trial,nusty,drink.PNG,nusty,nusto,solla,solly,nusty.mp3,nusto.mp3,solla.mp3,solly.mp3
15,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,12,1,Screen 1,buttonB,response_button_text,5557.8,pungos,1,0,1,0,,,,recognition_B,,1,recog-trial,pungus,coat.PNG,pungus,pungos,dester,destor,pungus.mp3,pungos.mp3,dester.mp3,destor.mp3
16,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,13,1,Screen 1,buttonD,response_button_text,5616.6,regby,1,1,0,0,,,,recognition_B,,1,recog-trial,regby,monster.PNG,regbo,nusto,nusty,regby,regbo.mp3,nusto.mp3,nusty.mp3,regby.mp3
17,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,14,1,Screen 1,buttonD,response_button_text,6340.7,tabric,1,1,0,0,,,,recognition_B,,1,recog-trial,tabric,tree.PNG,femad,femod,tabroc,tabric,femad.mp3,femod.mp3,tabroc.mp3,tabric.mp3
18,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,15,1,Screen 1,buttonA,response_button_text,5171.6,vorgal,1,0,1,0,,,,recognition_B,,1,recog-trial,femod,car.PNG,vorgal,femad,vorgil,femod,vorgal.mp3,femad.mp3,vorgil.mp3,femod.mp3
19,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,1,1,Screen 1,advancementZone,continue_button,1540.8,,,0,1,0,,,,recognition_B,,,recog-Finish,,,,,,,,,,
20,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926426,,508766,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 70.0.3538.110,1366x768,818x531,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,END TASK,,,,,93055,,,0,1,0,,,,,,,,,,,,,,,,,
1,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926431,,508734,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 63.0,1376x774,1376x692,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,BEGIN TASK,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,
2,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926431,,508734,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 63.0,1376x774,1376x692,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,1,1,Screen 1,advancementZone,continue_button,6282,,,0,1,0,,,,recognition_B,,,recog-Instructions,,,,,,,,,,
3,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926431,,508734,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 63.0,1376x774,1376x692,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,1,1,Screen 1,buttonA,response_button_text,5265,wabin,1,0,1,0,,,,recognition_B,,1,recog-trial,tesdar,dragon.PNG,wabin,tesdor,tesdar,wabon,wabin.mp3,tesdor.mp3,tesdar.mp3,wabon.mp3
4,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926431,,508734,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 63.0,1376x774,1376x692,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,2,1,Screen 1,Zone4,content_audio,8963,AUDIO STARTED,1,0,1,0,,,,recognition_B,,1,recog-trial,regby,monster.PNG,regbo,nusto,nusty,regby,regbo.mp3,nusto.mp3,nusty.mp3,regby.mp3
5,1.54385E+12,03/12/2018 16:33,1.54385E+12,0,03/12/2018 16:33,4424,9,task-lwe7,,1926431,,508734,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 63.0,1376x774,1376x692,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,2,1,Screen 1,buttonD,response_button_text,10706,regby,1,1,0,0,,,,recognition_B,,1,recog-trial,regby,monster.PNG,regbo,nusto,nusty,regby,regbo.mp3,nusto.mp3,nusty.mp3,regby.mp3
6,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926431,,508734,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 63.0,1376x774,1376x692,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,3,1,Screen 1,Zone2,content_audio,7949,AUDIO STARTED,1,0,1,0,,,,recognition_B,,1,recog-trial,dester,flower.PNG,destor,rafer,dester,rafar,destor.mp3,rafer.mp3,dester.mp3,rafar.mp3
7,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926431,,508734,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 63.0,1376x774,1376x692,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,3,1,Screen 1,buttonB,response_button_text,15012,rafer,1,0,1,0,,,,recognition_B,,1,recog-trial,dester,flower.PNG,destor,rafer,dester,rafar,destor.mp3,rafer.mp3,dester.mp3,rafar.mp3
8,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926431,,508734,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 63.0,1376x774,1376x692,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,4,1,Screen 1,buttonC,response_button_text,9177,dester,1,0,1,0,,,,recognition_B,,1,recog-trial,pungus,coat.PNG,pungus,pungos,dester,destor,pungus.mp3,pungos.mp3,dester.mp3,destor.mp3
9,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926431,,508734,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 63.0,1376x774,1376x692,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,5,1,Screen 1,buttonD,response_button_text,10723,tabric,1,1,0,0,,,,recognition_B,,1,recog-trial,tabric,tree.PNG,femad,femod,tabroc,tabric,femad.mp3,femod.mp3,tabroc.mp3,tabric.mp3
10,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926431,,508734,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 63.0,1376x774,1376x692,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,6,1,Screen 1,buttonA,response_button_text,3153,nusty,1,1,0,0,,,,recognition_B,,1,recog-trial,nusty,drink.PNG,nusty,nusto,solla,solly,nusty.mp3,nusto.mp3,solla.mp3,solly.mp3
11,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926431,,508734,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 63.0,1376x774,1376x692,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,7,1,Screen 1,buttonB,response_button_text,3746,solly,1,1,0,0,,,,recognition_B,,1,recog-trial,solly,sun.PNG,regbo,solly,solla,regby,regbo.mp3,solly.mp3,solla.mp3,regby.mp3
12,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926431,,508734,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 63.0,1376x774,1376x692,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,8,1,Screen 1,buttonC,response_button_text,3523,peflin,1,1,0,0,,,,recognition_B,,1,recog-trial,peflin,zookeeper.PNG,parung,pareng,peflin,peflun,parung.mp3,pareng.mp3,peflin.mp3,peflun.mp3
13,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926431,,508734,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 63.0,1376x774,1376x692,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,9,1,Screen 1,buttonC,response_button_text,6383,mowel,1,0,1,0,,,,recognition_B,,1,recog-trial,rafar,money.PNG,rafar,rafer,mowel,mowil,rafar.mp3,rafer.mp3,mowel.mp3,mowil.mp3
14,1.54385E+12,03/12/2018 16:34,1.54385E+12,0,03/12/2018 16:34,4424,9,task-lwe7,,1926431,,508734,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 63.0,1376x774,1376x692,day2done,Recognition,4,,,,audio-Success,,,B,attention_pass,,day1done,,day2done,,eligible,10,1,Screen 1,buttonB,response_button_text,7800,ballow,1,1,0,0,,,,recognition_B,,1,recog-trial,ballow,hoverboard.PNG,tabric,ballow,tabroc,ballew,tabric.mp3,ballow.mp3,tabroc.mp3,ballew.mp3
